date,industry,count
2010-02-01,"Agriculture, Forestry and Fishing",348.144
2010-02-01,Mining,179.121
2010-02-01,Manufacturing,987.443
2010-02-01,"Electricity, Gas, Water and Waste Services",132.906
2010-02-01,Construction,978.125
2010-02-01,Wholesale Trade,421.744
2010-02-01,Retail Trade,1171.482
2010-02-01,Accommodation and Food Services,735.323
2010-02-01,"Transport, Postal and Warehousing",556.19
2010-02-01,Information Media and Telecommunications,209.106
2010-02-01,Financial and Insurance Services,417.537
2010-02-01,"Rental, Hiring and Real Estate Services",166.917
2010-02-01,"Professional, Scientific and Technical Services",853.634
2010-02-01,Administrative and Support Services,383.496
2010-02-01,Public Administration and Safety,683.581
2010-02-01,Education and Training,831.207
2010-02-01,Health Care and Social Assistance,1187.449
2010-02-01,Arts and Recreation Services,202.572
2010-02-01,Other Services,458.02
2010-05-01,"Agriculture, Forestry and Fishing",357.536
2010-05-01,Mining,183.176
2010-05-01,Manufacturing,969.419
2010-05-01,"Electricity, Gas, Water and Waste Services",136.632
2010-05-01,Construction,992.082
2010-05-01,Wholesale Trade,407.503
2010-05-01,Retail Trade,1176.058
2010-05-01,Accommodation and Food Services,753.017
2010-05-01,"Transport, Postal and Warehousing",587.809
2010-05-01,Information Media and Telecommunications,215.223
2010-05-01,Financial and Insurance Services,383.898
2010-05-01,"Rental, Hiring and Real Estate Services",193.062
2010-05-01,"Professional, Scientific and Technical Services",844.812
2010-05-01,Administrative and Support Services,368.432
2010-05-01,Public Administration and Safety,694.444
2010-05-01,Education and Training,815.8
2010-05-01,Health Care and Social Assistance,1209.461
2010-05-01,Arts and Recreation Services,194.507
2010-05-01,Other Services,453.812
2010-08-01,"Agriculture, Forestry and Fishing",360.441
2010-08-01,Mining,195.394
2010-08-01,Manufacturing,984.705
2010-08-01,"Electricity, Gas, Water and Waste Services",148.261
2010-08-01,Construction,985.351
2010-08-01,Wholesale Trade,408.997
2010-08-01,Retail Trade,1188.433
2010-08-01,Accommodation and Food Services,719.768
2010-08-01,"Transport, Postal and Warehousing",567.864
2010-08-01,Information Media and Telecommunications,212.841
2010-08-01,Financial and Insurance Services,392.15
2010-08-01,"Rental, Hiring and Real Estate Services",199.88
2010-08-01,"Professional, Scientific and Technical Services",847.389
2010-08-01,Administrative and Support Services,375.732
2010-08-01,Public Administration and Safety,695.438
2010-08-01,Education and Training,863.377
2010-08-01,Health Care and Social Assistance,1257.747
2010-08-01,Arts and Recreation Services,187.771
2010-08-01,Other Services,446.615
2010-11-01,"Agriculture, Forestry and Fishing",348.519
2010-11-01,Mining,200.276
2010-11-01,Manufacturing,978.96
2010-11-01,"Electricity, Gas, Water and Waste Services",145.969
2010-11-01,Construction,1016.527
2010-11-01,Wholesale Trade,400.559
2010-11-01,Retail Trade,1203.759
2010-11-01,Accommodation and Food Services,761.265
2010-11-01,"Transport, Postal and Warehousing",567.874
2010-11-01,Information Media and Telecommunications,212.508
2010-11-01,Financial and Insurance Services,385.09
2010-11-01,"Rental, Hiring and Real Estate Services",209.448
2010-11-01,"Professional, Scientific and Technical Services",843.185
2010-11-01,Administrative and Support Services,400.392
2010-11-01,Public Administration and Safety,694.541
2010-11-01,Education and Training,855.37
2010-11-01,Health Care and Social Assistance,1274.661
2010-11-01,Arts and Recreation Services,189.831
2010-11-01,Other Services,462.412
2011-02-01,"Agriculture, Forestry and Fishing",317.839
2011-02-01,Mining,206.452
2011-02-01,Manufacturing,967.661
2011-02-01,"Electricity, Gas, Water and Waste Services",150.368
2011-02-01,Construction,987.956
2011-02-01,Wholesale Trade,410.577
2011-02-01,Retail Trade,1211.637
2011-02-01,Accommodation and Food Services,789.781
2011-02-01,"Transport, Postal and Warehousing",588.687
2011-02-01,Information Media and Telecommunications,214.081
2011-02-01,Financial and Insurance Services,405.487
2011-02-01,"Rental, Hiring and Real Estate Services",200.55
2011-02-01,"Professional, Scientific and Technical Services",867.428
2011-02-01,Administrative and Support Services,390.706
2011-02-01,Public Administration and Safety,701.537
2011-02-01,Education and Training,833.265
2011-02-01,Health Care and Social Assistance,1271.107
2011-02-01,Arts and Recreation Services,211.651
2011-02-01,Other Services,439.534
2011-05-01,"Agriculture, Forestry and Fishing",315.273
2011-05-01,Mining,218.202
2011-05-01,Manufacturing,958.246
2011-05-01,"Electricity, Gas, Water and Waste Services",147.228
2011-05-01,Construction,1018.691
2011-05-01,Wholesale Trade,394.511
2011-05-01,Retail Trade,1206.391
2011-05-01,Accommodation and Food Services,774.308
2011-05-01,"Transport, Postal and Warehousing",574.563
2011-05-01,Information Media and Telecommunications,210.354
2011-05-01,Financial and Insurance Services,421.344
2011-05-01,"Rental, Hiring and Real Estate Services",199.745
2011-05-01,"Professional, Scientific and Technical Services",847.644
2011-05-01,Administrative and Support Services,392.632
2011-05-01,Public Administration and Safety,713.24
2011-05-01,Education and Training,852.243
2011-05-01,Health Care and Social Assistance,1266.133
2011-05-01,Arts and Recreation Services,217.106
2011-05-01,Other Services,440.47
2011-08-01,"Agriculture, Forestry and Fishing",303.555
2011-08-01,Mining,222.535
2011-08-01,Manufacturing,930.452
2011-08-01,"Electricity, Gas, Water and Waste Services",139.709
2011-08-01,Construction,1019.881
2011-08-01,Wholesale Trade,399.35
2011-08-01,Retail Trade,1208.634
2011-08-01,Accommodation and Food Services,766.601
2011-08-01,"Transport, Postal and Warehousing",582.255
2011-08-01,Information Media and Telecommunications,207.099
2011-08-01,Financial and Insurance Services,425.171
2011-08-01,"Rental, Hiring and Real Estate Services",190.134
2011-08-01,"Professional, Scientific and Technical Services",866.065
2011-08-01,Administrative and Support Services,400.664
2011-08-01,Public Administration and Safety,730.864
2011-08-01,Education and Training,841.158
2011-08-01,Health Care and Social Assistance,1308.238
2011-08-01,Arts and Recreation Services,210.533
2011-08-01,Other Services,444.804
2011-11-01,"Agriculture, Forestry and Fishing",319.246
2011-11-01,Mining,242.069
2011-11-01,Manufacturing,937.797
2011-11-01,"Electricity, Gas, Water and Waste Services",154.039
2011-11-01,Construction,1004.584
2011-11-01,Wholesale Trade,436.94
2011-11-01,Retail Trade,1181.395
2011-11-01,Accommodation and Food Services,761.711
2011-11-01,"Transport, Postal and Warehousing",563.948
2011-11-01,Information Media and Telecommunications,210.151
2011-11-01,Financial and Insurance Services,424.664
2011-11-01,"Rental, Hiring and Real Estate Services",192.889
2011-11-01,"Professional, Scientific and Technical Services",864.382
2011-11-01,Administrative and Support Services,391.574
2011-11-01,Public Administration and Safety,734.936
2011-11-01,Education and Training,851.854
2011-11-01,Health Care and Social Assistance,1336.176
2011-11-01,Arts and Recreation Services,207.343
2011-11-01,Other Services,443.5
2012-02-01,"Agriculture, Forestry and Fishing",321.718
2012-02-01,Mining,252.139
2012-02-01,Manufacturing,946.172
2012-02-01,"Electricity, Gas, Water and Waste Services",153.739
2012-02-01,Construction,995.226
2012-02-01,Wholesale Trade,383.912
2012-02-01,Retail Trade,1190.032
2012-02-01,Accommodation and Food Services,735.742
2012-02-01,"Transport, Postal and Warehousing",544.863
2012-02-01,Information Media and Telecommunications,219.656
2012-02-01,Financial and Insurance Services,421.736
2012-02-01,"Rental, Hiring and Real Estate Services",227.864
2012-02-01,"Professional, Scientific and Technical Services",876.238
2012-02-01,Administrative and Support Services,393.186
2012-02-01,Public Administration and Safety,737.245
2012-02-01,Education and Training,855.734
2012-02-01,Health Care and Social Assistance,1327.255
2012-02-01,Arts and Recreation Services,202.225
2012-02-01,Other Services,473.088
2012-05-01,"Agriculture, Forestry and Fishing",332.988
2012-05-01,Mining,278.385
2012-05-01,Manufacturing,943.976
2012-05-01,"Electricity, Gas, Water and Waste Services",153.019
2012-05-01,Construction,971.366
2012-05-01,Wholesale Trade,402.637
2012-05-01,Retail Trade,1197.94
2012-05-01,Accommodation and Food Services,762.954
2012-05-01,"Transport, Postal and Warehousing",547.896
2012-05-01,Information Media and Telecommunications,229.307
2012-05-01,Financial and Insurance Services,426.475
2012-05-01,"Rental, Hiring and Real Estate Services",213.531
2012-05-01,"Professional, Scientific and Technical Services",927.976
2012-05-01,Administrative and Support Services,394.556
2012-05-01,Public Administration and Safety,705.498
2012-05-01,Education and Training,878.184
2012-05-01,Health Care and Social Assistance,1331.584
2012-05-01,Arts and Recreation Services,218.273
2012-05-01,Other Services,440.654
2012-08-01,"Agriculture, Forestry and Fishing",314.173
2012-08-01,Mining,273.251
2012-08-01,Manufacturing,953.063
2012-08-01,"Electricity, Gas, Water and Waste Services",148.799
2012-08-01,Construction,958.27
2012-08-01,Wholesale Trade,416.789
2012-08-01,Retail Trade,1195.79
2012-08-01,Accommodation and Food Services,773.225
2012-08-01,"Transport, Postal and Warehousing",554.395
2012-08-01,Information Media and Telecommunications,237.057
2012-08-01,Financial and Insurance Services,416.809
2012-08-01,"Rental, Hiring and Real Estate Services",200.83
2012-08-01,"Professional, Scientific and Technical Services",910.495
2012-08-01,Administrative and Support Services,392.728
2012-08-01,Public Administration and Safety,687.54
2012-08-01,Education and Training,884.697
2012-08-01,Health Care and Social Assistance,1355.612
2012-08-01,Arts and Recreation Services,219.263
2012-08-01,Other Services,440.232
2012-11-01,"Agriculture, Forestry and Fishing",295.233
2012-11-01,Mining,263.203
2012-11-01,Manufacturing,956.265
2012-11-01,"Electricity, Gas, Water and Waste Services",141.041
2012-11-01,Construction,981.918
2012-11-01,Wholesale Trade,417.46
2012-11-01,Retail Trade,1204.366
2012-11-01,Accommodation and Food Services,784.9
2012-11-01,"Transport, Postal and Warehousing",588.131
2012-11-01,Information Media and Telecommunications,227.011
2012-11-01,Financial and Insurance Services,419.136
2012-11-01,"Rental, Hiring and Real Estate Services",196.508
2012-11-01,"Professional, Scientific and Technical Services",918.903
2012-11-01,Administrative and Support Services,397.37
2012-11-01,Public Administration and Safety,695.961
2012-11-01,Education and Training,890.017
2012-11-01,Health Care and Social Assistance,1357.503
2012-11-01,Arts and Recreation Services,209.473
2012-11-01,Other Services,457.051
2013-02-01,"Agriculture, Forestry and Fishing",297.937
2013-02-01,Mining,268.285
2013-02-01,Manufacturing,916.839
2013-02-01,"Electricity, Gas, Water and Waste Services",135.067
2013-02-01,Construction,1005.816
2013-02-01,Wholesale Trade,444.791
2013-02-01,Retail Trade,1201.804
2013-02-01,Accommodation and Food Services,793.627
2013-02-01,"Transport, Postal and Warehousing",601.446
2013-02-01,Information Media and Telecommunications,214.559
2013-02-01,Financial and Insurance Services,413.416
2013-02-01,"Rental, Hiring and Real Estate Services",199.337
2013-02-01,"Professional, Scientific and Technical Services",912.571
2013-02-01,Administrative and Support Services,386.518
2013-02-01,Public Administration and Safety,717.552
2013-02-01,Education and Training,910.659
2013-02-01,Health Care and Social Assistance,1374.839
2013-02-01,Arts and Recreation Services,202.955
2013-02-01,Other Services,447.879
2013-05-01,"Agriculture, Forestry and Fishing",293.3
2013-05-01,Mining,259.806
2013-05-01,Manufacturing,918.153
2013-05-01,"Electricity, Gas, Water and Waste Services",146.273
2013-05-01,Construction,977.588
2013-05-01,Wholesale Trade,428.479
2013-05-01,Retail Trade,1245.66
2013-05-01,Accommodation and Food Services,797.317
2013-05-01,"Transport, Postal and Warehousing",586.934
2013-05-01,Information Media and Telecommunications,214.514
2013-05-01,Financial and Insurance Services,419.774
2013-05-01,"Rental, Hiring and Real Estate Services",191.513
2013-05-01,"Professional, Scientific and Technical Services",908.431
2013-05-01,Administrative and Support Services,388.974
2013-05-01,Public Administration and Safety,733.894
2013-05-01,Education and Training,898.735
2013-05-01,Health Care and Social Assistance,1372.525
2013-05-01,Arts and Recreation Services,221.902
2013-05-01,Other Services,451.293
2013-08-01,"Agriculture, Forestry and Fishing",284.927
2013-08-01,Mining,265.767
2013-08-01,Manufacturing,916.905
2013-08-01,"Electricity, Gas, Water and Waste Services",151.009
2013-08-01,Construction,1035.667
2013-08-01,Wholesale Trade,409.252
2013-08-01,Retail Trade,1201.241
2013-08-01,Accommodation and Food Services,778.468
2013-08-01,"Transport, Postal and Warehousing",589.545
2013-08-01,Information Media and Telecommunications,199.116
2013-08-01,Financial and Insurance Services,425.576
2013-08-01,"Rental, Hiring and Real Estate Services",193.16
2013-08-01,"Professional, Scientific and Technical Services",909.04
2013-08-01,Administrative and Support Services,383.753
2013-08-01,Public Administration and Safety,778.14
2013-08-01,Education and Training,868.303
2013-08-01,Health Care and Social Assistance,1361.911
2013-08-01,Arts and Recreation Services,214.954
2013-08-01,Other Services,465.611
2013-11-01,"Agriculture, Forestry and Fishing",316.73
2013-11-01,Mining,269.774
2013-11-01,Manufacturing,938.169
2013-11-01,"Electricity, Gas, Water and Waste Services",153.655
2013-11-01,Construction,989.927
2013-11-01,Wholesale Trade,400.618
2013-11-01,Retail Trade,1235.695
2013-11-01,Accommodation and Food Services,768.981
2013-11-01,"Transport, Postal and Warehousing",585.653
2013-11-01,Information Media and Telecommunications,192.545
2013-11-01,Financial and Insurance Services,412.946
2013-11-01,"Rental, Hiring and Real Estate Services",194.017
2013-11-01,"Professional, Scientific and Technical Services",898.604
2013-11-01,Administrative and Support Services,387.423
2013-11-01,Public Administration and Safety,755.934
2013-11-01,Education and Training,892.883
2013-11-01,Health Care and Social Assistance,1399.924
2013-11-01,Arts and Recreation Services,207.236
2013-11-01,Other Services,468.325
2014-02-01,"Agriculture, Forestry and Fishing",318.118
2014-02-01,Mining,265.254
2014-02-01,Manufacturing,921.867
2014-02-01,"Electricity, Gas, Water and Waste Services",146.86
2014-02-01,Construction,1003.118
2014-02-01,Wholesale Trade,388.371
2014-02-01,Retail Trade,1239.413
2014-02-01,Accommodation and Food Services,776.53
2014-02-01,"Transport, Postal and Warehousing",583.171
2014-02-01,Information Media and Telecommunications,196.28
2014-02-01,Financial and Insurance Services,410.706
2014-02-01,"Rental, Hiring and Real Estate Services",210.309
2014-02-01,"Professional, Scientific and Technical Services",914.893
2014-02-01,Administrative and Support Services,391.233
2014-02-01,Public Administration and Safety,743.413
2014-02-01,Education and Training,899.909
2014-02-01,Health Care and Social Assistance,1393.193
2014-02-01,Arts and Recreation Services,201.247
2014-02-01,Other Services,482.595
2014-05-01,"Agriculture, Forestry and Fishing",320.963
2014-05-01,Mining,259.35
2014-05-01,Manufacturing,919.132
2014-05-01,"Electricity, Gas, Water and Waste Services",143.126
2014-05-01,Construction,1015.112
2014-05-01,Wholesale Trade,386.838
2014-05-01,Retail Trade,1242.978
2014-05-01,Accommodation and Food Services,773.947
2014-05-01,"Transport, Postal and Warehousing",586.783
2014-05-01,Information Media and Telecommunications,199.616
2014-05-01,Financial and Insurance Services,404.446
2014-05-01,"Rental, Hiring and Real Estate Services",225.839
2014-05-01,"Professional, Scientific and Technical Services",933.658
2014-05-01,Administrative and Support Services,393.045
2014-05-01,Public Administration and Safety,730.213
2014-05-01,Education and Training,907.918
2014-05-01,Health Care and Social Assistance,1384.924
2014-05-01,Arts and Recreation Services,189.681
2014-05-01,Other Services,499.989
2014-08-01,"Agriculture, Forestry and Fishing",321.342
2014-08-01,Mining,241.3
2014-08-01,Manufacturing,915.717
2014-08-01,"Electricity, Gas, Water and Waste Services",140.466
2014-08-01,Construction,1040.228
2014-08-01,Wholesale Trade,388.549
2014-08-01,Retail Trade,1233.17
2014-08-01,Accommodation and Food Services,794.567
2014-08-01,"Transport, Postal and Warehousing",594.717
2014-08-01,Information Media and Telecommunications,206.909
2014-08-01,Financial and Insurance Services,407.251
2014-08-01,"Rental, Hiring and Real Estate Services",225.5
2014-08-01,"Professional, Scientific and Technical Services",935.054
2014-08-01,Administrative and Support Services,389.149
2014-08-01,Public Administration and Safety,731.792
2014-08-01,Education and Training,909.837
2014-08-01,Health Care and Social Assistance,1383.885
2014-08-01,Arts and Recreation Services,214.335
2014-08-01,Other Services,482.398
2014-11-01,"Agriculture, Forestry and Fishing",318.271
2014-11-01,Mining,224.317
2014-11-01,Manufacturing,913.458
2014-11-01,"Electricity, Gas, Water and Waste Services",137.919
2014-11-01,Construction,1047.962
2014-11-01,Wholesale Trade,386.527
2014-11-01,Retail Trade,1233.282
2014-11-01,Accommodation and Food Services,820.565
2014-11-01,"Transport, Postal and Warehousing",598.851
2014-11-01,Information Media and Telecommunications,211.647
2014-11-01,Financial and Insurance Services,414.641
2014-11-01,"Rental, Hiring and Real Estate Services",222.814
2014-11-01,"Professional, Scientific and Technical Services",951.37
2014-11-01,Administrative and Support Services,381.145
2014-11-01,Public Administration and Safety,737.125
2014-11-01,Education and Training,899.862
2014-11-01,Health Care and Social Assistance,1378.341
2014-11-01,Arts and Recreation Services,237.019
2014-11-01,Other Services,467.438
2015-02-01,"Agriculture, Forestry and Fishing",313.673
2015-02-01,Mining,217.718
2015-02-01,Manufacturing,917.66
2015-02-01,"Electricity, Gas, Water and Waste Services",140.889
2015-02-01,Construction,1015.986
2015-02-01,Wholesale Trade,379.398
2015-02-01,Retail Trade,1221.558
2015-02-01,Accommodation and Food Services,845.901
2015-02-01,"Transport, Postal and Warehousing",588.192
2015-02-01,Information Media and Telecommunications,217.816
2015-02-01,Financial and Insurance Services,406.663
2015-02-01,"Rental, Hiring and Real Estate Services",208.834
2015-02-01,"Professional, Scientific and Technical Services",980.985
2015-02-01,Administrative and Support Services,389.037
2015-02-01,Public Administration and Safety,734.52
2015-02-01,Education and Training,928.65
2015-02-01,Health Care and Social Assistance,1453.924
2015-02-01,Arts and Recreation Services,237.261
2015-02-01,Other Services,482.936
2015-05-01,"Agriculture, Forestry and Fishing",292.389
2015-05-01,Mining,223.126
2015-05-01,Manufacturing,914.103
2015-05-01,"Electricity, Gas, Water and Waste Services",139.09
2015-05-01,Construction,1030.342
2015-05-01,Wholesale Trade,396.737
2015-05-01,Retail Trade,1222.937
2015-05-01,Accommodation and Food Services,827.99
2015-05-01,"Transport, Postal and Warehousing",614.155
2015-05-01,Information Media and Telecommunications,205.774
2015-05-01,Financial and Insurance Services,392.377
2015-05-01,"Rental, Hiring and Real Estate Services",209.878
2015-05-01,"Professional, Scientific and Technical Services",1023.043
2015-05-01,Administrative and Support Services,409.223
2015-05-01,Public Administration and Safety,739.04
2015-05-01,Education and Training,925.334
2015-05-01,Health Care and Social Assistance,1480.214
2015-05-01,Arts and Recreation Services,227.29
2015-05-01,Other Services,478.633
2015-08-01,"Agriculture, Forestry and Fishing",309.32
2015-08-01,Mining,241.882
2015-08-01,Manufacturing,892.246
2015-08-01,"Electricity, Gas, Water and Waste Services",150.298
2015-08-01,Construction,1030.558
2015-08-01,Wholesale Trade,372.75
2015-08-01,Retail Trade,1275.376
2015-08-01,Accommodation and Food Services,809.383
2015-08-01,"Transport, Postal and Warehousing",612.243
2015-08-01,Information Media and Telecommunications,215.648
2015-08-01,Financial and Insurance Services,417.539
2015-08-01,"Rental, Hiring and Real Estate Services",213.614
2015-08-01,"Professional, Scientific and Technical Services",962.796
2015-08-01,Administrative and Support Services,409.764
2015-08-01,Public Administration and Safety,735.052
2015-08-01,Education and Training,940.4
2015-08-01,Health Care and Social Assistance,1515.59
2015-08-01,Arts and Recreation Services,220.673
2015-08-01,Other Services,473.883
2015-11-01,"Agriculture, Forestry and Fishing",315.195
2015-11-01,Mining,215.636
2015-11-01,Manufacturing,862.655
2015-11-01,"Electricity, Gas, Water and Waste Services",138.9
2015-11-01,Construction,1047.81
2015-11-01,Wholesale Trade,389.392
2015-11-01,Retail Trade,1280.22
2015-11-01,Accommodation and Food Services,829.676
2015-11-01,"Transport, Postal and Warehousing",608.687
2015-11-01,Information Media and Telecommunications,221.177
2015-11-01,Financial and Insurance Services,459.09
2015-11-01,"Rental, Hiring and Real Estate Services",217.733
2015-11-01,"Professional, Scientific and Technical Services",1022.142
2015-11-01,Administrative and Support Services,417.774
2015-11-01,Public Administration and Safety,737.137
2015-11-01,Education and Training,930.98
2015-11-01,Health Care and Social Assistance,1532.544
2015-11-01,Arts and Recreation Services,232.322
2015-11-01,Other Services,477.221
2016-02-01,"Agriculture, Forestry and Fishing",317.237
2016-02-01,Mining,217.995
2016-02-01,Manufacturing,898.488
2016-02-01,"Electricity, Gas, Water and Waste Services",139.761
2016-02-01,Construction,1049.776
2016-02-01,Wholesale Trade,348.962
2016-02-01,Retail Trade,1282.409
2016-02-01,Accommodation and Food Services,839.562
2016-02-01,"Transport, Postal and Warehousing",632.249
2016-02-01,Information Media and Telecommunications,213.367
2016-02-01,Financial and Insurance Services,423.481
2016-02-01,"Rental, Hiring and Real Estate Services",222.461
2016-02-01,"Professional, Scientific and Technical Services",1021.779
2016-02-01,Administrative and Support Services,430.673
2016-02-01,Public Administration and Safety,747.325
2016-02-01,Education and Training,927.447
2016-02-01,Health Care and Social Assistance,1517.573
2016-02-01,Arts and Recreation Services,238.483
2016-02-01,Other Services,458.57
2016-05-01,"Agriculture, Forestry and Fishing",326.853
2016-05-01,Mining,219.536
2016-05-01,Manufacturing,889.039
2016-05-01,"Electricity, Gas, Water and Waste Services",134.66
2016-05-01,Construction,1079.321
2016-05-01,Wholesale Trade,382.598
2016-05-01,Retail Trade,1256.528
2016-05-01,Accommodation and Food Services,843.48
2016-05-01,"Transport, Postal and Warehousing",624.517
2016-05-01,Information Media and Telecommunications,194.761
2016-05-01,Financial and Insurance Services,433.185
2016-05-01,"Rental, Hiring and Real Estate Services",216.157
2016-05-01,"Professional, Scientific and Technical Services",980.183
2016-05-01,Administrative and Support Services,411.365
2016-05-01,Public Administration and Safety,763.793
2016-05-01,Education and Training,940.795
2016-05-01,Health Care and Social Assistance,1569.274
2016-05-01,Arts and Recreation Services,227.196
2016-05-01,Other Services,478.556
2016-08-01,"Agriculture, Forestry and Fishing",304.122
2016-08-01,Mining,217.413
2016-08-01,Manufacturing,889.36
2016-08-01,"Electricity, Gas, Water and Waste Services",131.813
2016-08-01,Construction,1053.951
2016-08-01,Wholesale Trade,372.719
2016-08-01,Retail Trade,1238.939
2016-08-01,Accommodation and Food Services,857.145
2016-08-01,"Transport, Postal and Warehousing",608.493
2016-08-01,Information Media and Telecommunications,211.422
2016-08-01,Financial and Insurance Services,435.552
2016-08-01,"Rental, Hiring and Real Estate Services",215.963
2016-08-01,"Professional, Scientific and Technical Services",1042.825
2016-08-01,Administrative and Support Services,443.498
2016-08-01,Public Administration and Safety,772.312
2016-08-01,Education and Training,954.299
2016-08-01,Health Care and Social Assistance,1527.609
2016-08-01,Arts and Recreation Services,234.314
2016-08-01,Other Services,486.966
2016-11-01,"Agriculture, Forestry and Fishing",293.548
2016-11-01,Mining,223.72
2016-11-01,Manufacturing,970.497
2016-11-01,"Electricity, Gas, Water and Waste Services",135.973
2016-11-01,Construction,1065.7
2016-11-01,Wholesale Trade,361.722
2016-11-01,Retail Trade,1238.676
2016-11-01,Accommodation and Food Services,853.443
2016-11-01,"Transport, Postal and Warehousing",613.951
2016-11-01,Information Media and Telecommunications,216.122
2016-11-01,Financial and Insurance Services,426.152
2016-11-01,"Rental, Hiring and Real Estate Services",218.492
2016-11-01,"Professional, Scientific and Technical Services",1019.943
2016-11-01,Administrative and Support Services,438.397
2016-11-01,Public Administration and Safety,771.893
2016-11-01,Education and Training,980.97
2016-11-01,Health Care and Social Assistance,1547.593
2016-11-01,Arts and Recreation Services,212.166
2016-11-01,Other Services,467.737
2017-02-01,"Agriculture, Forestry and Fishing",297.23
2017-02-01,Mining,228.189
2017-02-01,Manufacturing,913.533
2017-02-01,"Electricity, Gas, Water and Waste Services",133.607
2017-02-01,Construction,1109.158
2017-02-01,Wholesale Trade,373.379
2017-02-01,Retail Trade,1220.552
2017-02-01,Accommodation and Food Services,867.064
2017-02-01,"Transport, Postal and Warehousing",585.935
2017-02-01,Information Media and Telecommunications,213.115
2017-02-01,Financial and Insurance Services,446.285
2017-02-01,"Rental, Hiring and Real Estate Services",215.205
2017-02-01,"Professional, Scientific and Technical Services",1012.375
2017-02-01,Administrative and Support Services,424.466
2017-02-01,Public Administration and Safety,819.812
2017-02-01,Education and Training,970.004
2017-02-01,Health Care and Social Assistance,1529.992
2017-02-01,Arts and Recreation Services,210.391
2017-02-01,Other Services,488.711
2017-05-01,"Agriculture, Forestry and Fishing",308.643
2017-05-01,Mining,218.612
2017-05-01,Manufacturing,886.711
2017-05-01,"Electricity, Gas, Water and Waste Services",138.411
2017-05-01,Construction,1123.468
2017-05-01,Wholesale Trade,349.13
2017-05-01,Retail Trade,1276.574
2017-05-01,Accommodation and Food Services,885.667
2017-05-01,"Transport, Postal and Warehousing",651.714
2017-05-01,Information Media and Telecommunications,226.02
2017-05-01,Financial and Insurance Services,438.429
2017-05-01,"Rental, Hiring and Real Estate Services",208.253
2017-05-01,"Professional, Scientific and Technical Services",1000.973
2017-05-01,Administrative and Support Services,392.656
2017-05-01,Public Administration and Safety,763.942
2017-05-01,Education and Training,998.995
2017-05-01,Health Care and Social Assistance,1633.467
2017-05-01,Arts and Recreation Services,227.849
2017-05-01,Other Services,497.874
2017-08-01,"Agriculture, Forestry and Fishing",331.195
2017-08-01,Mining,217.787
2017-08-01,Manufacturing,889.341
2017-08-01,"Electricity, Gas, Water and Waste Services",139.257
2017-08-01,Construction,1156.662
2017-08-01,Wholesale Trade,371.03
2017-08-01,Retail Trade,1280.063
2017-08-01,Accommodation and Food Services,897.139
2017-08-01,"Transport, Postal and Warehousing",638.141
2017-08-01,Information Media and Telecommunications,220.343
2017-08-01,Financial and Insurance Services,420.442
2017-08-01,"Rental, Hiring and Real Estate Services",208.664
2017-08-01,"Professional, Scientific and Technical Services",1000.731
2017-08-01,Administrative and Support Services,400.041
2017-08-01,Public Administration and Safety,745.675
2017-08-01,Education and Training,1015.383
2017-08-01,Health Care and Social Assistance,1663.693
2017-08-01,Arts and Recreation Services,242.807
2017-08-01,Other Services,500.953
2017-11-01,"Agriculture, Forestry and Fishing",323.716
2017-11-01,Mining,217.943
2017-11-01,Manufacturing,885.273
2017-11-01,"Electricity, Gas, Water and Waste Services",140.412
2017-11-01,Construction,1169.672
2017-11-01,Wholesale Trade,366.359
2017-11-01,Retail Trade,1299.784
2017-11-01,Accommodation and Food Services,891.504
2017-11-01,"Transport, Postal and Warehousing",643.84
2017-11-01,Information Media and Telecommunications,214.345
2017-11-01,Financial and Insurance Services,427.01
2017-11-01,"Rental, Hiring and Real Estate Services",222.466
2017-11-01,"Professional, Scientific and Technical Services",1034.283
2017-11-01,Administrative and Support Services,409.792
2017-11-01,Public Administration and Safety,744.818
2017-11-01,Education and Training,1019.807
2017-11-01,Health Care and Social Assistance,1653.816
2017-11-01,Arts and Recreation Services,249.688
2017-11-01,Other Services,539.361
2018-02-01,"Agriculture, Forestry and Fishing",323.806
2018-02-01,Mining,230.657
2018-02-01,Manufacturing,927.672
2018-02-01,"Electricity, Gas, Water and Waste Services",155.477
2018-02-01,Construction,1197.406
2018-02-01,Wholesale Trade,367.395
2018-02-01,Retail Trade,1307.174
2018-02-01,Accommodation and Food Services,881.424
2018-02-01,"Transport, Postal and Warehousing",638.152
2018-02-01,Information Media and Telecommunications,221.191
2018-02-01,Financial and Insurance Services,428.849
2018-02-01,"Rental, Hiring and Real Estate Services",217.646
2018-02-01,"Professional, Scientific and Technical Services",1024.564
2018-02-01,Administrative and Support Services,414.292
2018-02-01,Public Administration and Safety,695.124
2018-02-01,Education and Training,1035.381
2018-02-01,Health Care and Social Assistance,1682.542
2018-02-01,Arts and Recreation Services,253.365
2018-02-01,Other Services,482.769
2018-05-01,"Agriculture, Forestry and Fishing",323.78
2018-05-01,Mining,237.877
2018-05-01,Manufacturing,947.68
2018-05-01,"Electricity, Gas, Water and Waste Services",149.291
2018-05-01,Construction,1170.518
2018-05-01,Wholesale Trade,360.829
2018-05-01,Retail Trade,1276.59
2018-05-01,Accommodation and Food Services,902.448
2018-05-01,"Transport, Postal and Warehousing",623.581
2018-05-01,Information Media and Telecommunications,230.07
2018-05-01,Financial and Insurance Services,444.897
